sanctuary,site,status,date,time,group.no,groupID,transect,length.mm,stage,school,comments,number,transect.id,school.id,row.id
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,80,F,1,started 8.30am,1,EPJ.1,East_Strickland.1.EPJ.1,164
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,200,F,2,NA,1,EPJ.1,East_Strickland.1.EPJ.2,165
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,110,F,2,NA,1,EPJ.1,East_Strickland.1.EPJ.2,166
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,190,F,3,NA,1,EPJ.1,East_Strickland.1.EPJ.3,167
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,2,180,F,4,NA,1,EPJ.2,East_Strickland.2.EPJ.4,168
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,2,120,F,5,NA,1,EPJ.2,East_Strickland.2.EPJ.5,169
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,3,90,F,6,NA,1,EPJ.3,East_Strickland.3.EPJ.6,170
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,3,100,F,6,NA,1,EPJ.3,East_Strickland.3.EPJ.6,171
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,200,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7,172
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,100,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7,173
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,60,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7,174
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,80,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7,175
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,40,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8,176
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,75,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8,177
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,60,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8,178
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,55,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8,179
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,50,F,9,transect was a bit short due to conditions,1,EPJ.5,East_Strickland.5.EPJ.9,180
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,80,F,9,NA,1,EPJ.5,East_Strickland.5.EPJ.9,181
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,180,M,9,NA,1,EPJ.5,East_Strickland.5.EPJ.9,182
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1,183
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,100,F,1,NA,1,ST.1,East_Strickland.1.ST.1,184
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,110,F,1,NA,1,ST.1,East_Strickland.1.ST.1,185
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,180,F,1,NA,1,ST.1,East_Strickland.1.ST.1,186
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,290,F,1,NA,1,ST.1,East_Strickland.1.ST.1,187
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,180,F,1,NA,1,ST.1,East_Strickland.1.ST.1,188
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,150,F,1,NA,1,ST.1,East_Strickland.1.ST.1,189
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,190,F,1,NA,1,ST.1,East_Strickland.1.ST.1,190
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1,191
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,130,F,1,NA,1,ST.1,East_Strickland.1.ST.1,192
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,160,F,1,NA,1,ST.1,East_Strickland.1.ST.1,193
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,110,F,1,NA,1,ST.1,East_Strickland.1.ST.1,194
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1,195
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1,196
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,190,F,1,NA,1,ST.1,East_Strickland.1.ST.1,197
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,2,320,M,2,Mostly seagrass,1,ST.2,East_Strickland.2.ST.2,198
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,2,180,F,3,Mostly seagrass,1,ST.2,East_Strickland.2.ST.3,199
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,150,F,4,NA,1,ST.3,East_Strickland.3.ST.4,200
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,140,F,5,NA,1,ST.3,East_Strickland.3.ST.5,201
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,130,F,5,NA,1,ST.3,East_Strickland.3.ST.5,202
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,180,F,5,NA,1,ST.3,East_Strickland.3.ST.5,203
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,4,120,F,6,NA,1,ST.4,East_Strickland.4.ST.6,204
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,4,120,F,7,NA,1,ST.4,East_Strickland.4.ST.7,205
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA,1,ST.5,East_Strickland.5.ST.8,206
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA,1,ST.5,East_Strickland.5.ST.8,207
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA,1,ST.5,East_Strickland.5.ST.8,208
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA,1,ST.5,East_Strickland.5.ST.8,209
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,120,F,8,NA,1,ST.5,East_Strickland.5.ST.8,210
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,120,F,8,NA,1,ST.5,East_Strickland.5.ST.8,211
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA,1,ST.5,East_Strickland.5.ST.8,212
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,220,F,8,NA,1,ST.5,East_Strickland.5.ST.8,213
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,250,F,9,NA,1,ST.5,East_Strickland.5.ST.9,214
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,120,F,1,NA,1,AT.1,Green_Island.1.AT.1,215
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,130,F,1,NA,1,AT.1,Green_Island.1.AT.1,216
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,70,F,1,NA,1,AT.1,Green_Island.1.AT.1,217
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,80,F,1,NA,1,AT.1,Green_Island.1.AT.1,218
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,180,F,2,NA,1,AT.1,Green_Island.1.AT.2,219
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,90,F,3,NA,1,AT.1,Green_Island.1.AT.3,220
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,2,150,F,4,NA,1,AT.2,Green_Island.2.AT.4,221
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,2,250,F,5,NA,1,AT.2,Green_Island.2.AT.5,222
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,2,300,M,6,NA,1,AT.2,Green_Island.2.AT.6,223
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,80,F,7,NA,1,AT.3,Green_Island.3.AT.7,224
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,90,F,8,NA,1,AT.3,Green_Island.3.AT.8,225
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,250,M,9,NA,1,AT.3,Green_Island.3.AT.9,226
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,90,F,9,NA,1,AT.3,Green_Island.3.AT.9,227
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,80,F,9,NA,1,AT.3,Green_Island.3.AT.9,228
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,70,F,9,NA,1,AT.3,Green_Island.3.AT.9,229
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,250,F,9,NA,1,AT.3,Green_Island.3.AT.9,230
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,120,F,9,NA,1,AT.3,Green_Island.3.AT.9,231
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,70,F,9,NA,1,AT.3,Green_Island.3.AT.9,232
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,170,F,10,NA,1,AT.3,Green_Island.3.AT.10,233
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,110,F,10,NA,1,AT.3,Green_Island.3.AT.10,234
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,120,F,10,NA,1,AT.3,Green_Island.3.AT.10,235
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,140,F,10,NA,1,AT.3,Green_Island.3.AT.10,236
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,60,F,10,NA,1,AT.3,Green_Island.3.AT.10,237
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,70,F,10,NA,1,AT.3,Green_Island.3.AT.10,238
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,250,M,10,NA,1,AT.3,Green_Island.3.AT.10,239
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,4,270,M,11,NA,1,AT.4,Green_Island.4.AT.11,240
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,4,70,F,12,NA,1,AT.4,Green_Island.4.AT.12,241
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,60,F,13,NA,1,AT.5,Green_Island.5.AT.13,242
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,180,F,14,NA,1,AT.5,Green_Island.5.AT.14,243
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,200,F,15,NA,1,AT.5,Green_Island.5.AT.15,244
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,200,F,15,NA,1,AT.5,Green_Island.5.AT.15,245
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,150,F,15,NA,1,AT.5,Green_Island.5.AT.15,246
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,300,M,15,NA,1,AT.5,Green_Island.5.AT.15,247
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,50,F,1,NA,1,EPJ.1,Green_Island.1.EPJ.1,248
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,40,F,1,NA,1,EPJ.1,Green_Island.1.EPJ.1,249
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,40,F,1,NA,1,EPJ.1,Green_Island.1.EPJ.1,250
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,80,F,2,NA,1,EPJ.1,Green_Island.1.EPJ.2,251
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,70,F,3,NA,1,EPJ.1,Green_Island.1.EPJ.3,252
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,75,F,4,NA,1,EPJ.1,Green_Island.1.EPJ.4,253
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,60,F,5,NA,1,EPJ.1,Green_Island.1.EPJ.5,254
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,75,F,6,NA,1,EPJ.1,Green_Island.1.EPJ.6,255
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,200,F,7,2-2.5 metres deep,1,EPJ.2,Green_Island.2.EPJ.7,256
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,75,F,7,NA,1,EPJ.2,Green_Island.2.EPJ.7,257
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,65,F,7,NA,1,EPJ.2,Green_Island.2.EPJ.7,258
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,50,F,7,NA,1,EPJ.2,Green_Island.2.EPJ.7,259
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,40,F,8,NA,1,EPJ.2,Green_Island.2.EPJ.8,260
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,100,F,9,NA,1,EPJ.3,Green_Island.3.EPJ.9,261
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,180,F,10,NA,1,EPJ.3,Green_Island.3.EPJ.10,262
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,40,F,11,NA,1,EPJ.3,Green_Island.3.EPJ.11,263
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,50,F,11,NA,1,EPJ.3,Green_Island.3.EPJ.11,264
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,190,F,12,NA,1,EPJ.4,Green_Island.4.EPJ.12,265
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,100,F,12,NA,1,EPJ.4,Green_Island.4.EPJ.12,266
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,100,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,267
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,80,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,268
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,50,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,269
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,180,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,270
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,200,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,271
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,70,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,272
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,60,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,273
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,60,F,13,NA,1,EPJ.4,Green_Island.4.EPJ.13,274
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,40,J,14,NA,1,EPJ.4,Green_Island.4.EPJ.14,275
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,200,F,15,NA,1,EPJ.5,Green_Island.5.EPJ.15,276
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,190,F,15,NA,1,EPJ.5,Green_Island.5.EPJ.15,277
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,180,F,16,NA,1,EPJ.5,Green_Island.5.EPJ.16,278
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,80,F,16,NA,1,EPJ.5,Green_Island.5.EPJ.16,279
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,40,J,17,NA,1,EPJ.5,Green_Island.5.EPJ.17,280
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,220,F,1,NA,1,ST.1,Green_Island.1.ST.1,281
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,320,M,2,NA,1,ST.1,Green_Island.1.ST.2,282
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,150,F,3,NA,1,ST.1,Green_Island.1.ST.3,283
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,130,F,4,NA,1,ST.1,Green_Island.1.ST.4,284
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,2,NA,NA,NA,NA,0,ST.2,Green_Island.2.ST.NA,285
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,3,150,F,5,NA,1,ST.3,Green_Island.3.ST.5,286
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,280,F,5,NA,1,ST.4,Green_Island.4.ST.5,287
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,288
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,289
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,290
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,120,F,5,NA,1,ST.4,Green_Island.4.ST.5,291
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,120,F,5,NA,1,ST.4,Green_Island.4.ST.5,292
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,120,F,5,NA,1,ST.4,Green_Island.4.ST.5,293
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,294
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,295
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,296
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA,1,ST.4,Green_Island.4.ST.5,297
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,150,F,5,NA,1,ST.4,Green_Island.4.ST.5,298
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,130,F,5,NA,1,ST.4,Green_Island.4.ST.5,299
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,130,F,5,NA,1,ST.4,Green_Island.4.ST.5,300
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,180,F,5,NA,1,ST.4,Green_Island.4.ST.5,301
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,320,M,6,NA,1,ST.5,Green_Island.5.ST.6,302
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,150,F,6,NA,1,ST.5,Green_Island.5.ST.6,303
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,140,F,6,NA,1,ST.5,Green_Island.5.ST.6,304
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,220,F,6,NA,1,ST.5,Green_Island.5.ST.6,305
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,180,F,6,NA,1,ST.5,Green_Island.5.ST.6,306
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,100,J,1,NA,1,AT.1,Ricey_Beach.1.AT.1,307
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,2,NA,1,AT.1,Ricey_Beach.1.AT.2,308
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,3,NA,1,AT.1,Ricey_Beach.1.AT.3,309
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,3,NA,1,AT.1,Ricey_Beach.1.AT.3,310
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,3,NA,1,AT.1,Ricey_Beach.1.AT.3,311
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,100,F,3,NA,1,AT.1,Ricey_Beach.1.AT.3,312
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,2,250,F,4,NA,1,AT.2,Ricey_Beach.2.AT.4,313
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,2,150,F,5,NA,1,AT.2,Ricey_Beach.2.AT.5,314
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,6,NA,1,AT.3,Ricey_Beach.3.AT.6,315
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,6,NA,1,AT.3,Ricey_Beach.3.AT.6,316
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,6,NA,1,AT.3,Ricey_Beach.3.AT.6,317
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,7,NA,1,AT.3,Ricey_Beach.3.AT.7,318
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,8,NA,1,AT.3,Ricey_Beach.3.AT.8,319
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,8,NA,1,AT.3,Ricey_Beach.3.AT.8,320
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,9,NA,1,AT.3,Ricey_Beach.3.AT.9,321
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,10,NA,1,AT.3,Ricey_Beach.3.AT.10,322
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,350,M,11,NA,1,AT.3,Ricey_Beach.3.AT.11,323
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,4,NA,NA,NA,NA,0,AT.4,Ricey_Beach.4.AT.NA,324
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,12,NA,1,AT.5,Ricey_Beach.5.AT.12,325
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,12,NA,1,AT.5,Ricey_Beach.5.AT.12,326
